notice_id,notice_date,notice_path,repo_url,repo_owner,repo_name,repo_status,lineage_id,repo_role,parent_or_source_repo,target_ref,target_commit_sha,offending_file_path,alleged_data_type,first_observed_repo_date,first_observed_offending_commit_date,targeted_commit_author_date,targeted_commit_committer_date,earliest_observed_offending_file_commit_date,earliest_observed_offending_file_commit_sha,earliest_commit_method,removal_or_disable_date,paper_title,doi,pubmed_id,paper_authors,repo_linked_doi,repo_linked_pmid,repo_linked_publication_title,crosswalk_pub_ids,crosswalk_app_ids,crosswalk_application_count,crosswalk_identifier_type,crosswalk_evidence,candidate_app_id,application_title,application_pi,application_institution,application_linked_to_dmca_targeted_repository_lineage,match_grade,match_score,evidence_class,evidence_components,deterministic_evidence_present,identity_evidence_present,contextual_evidence_present,match_reason,evidence_urls,uploader_attribution,manual_review_needed,repo_linked_doi,repo_linked_pmid,repo_linked_publication_title,crosswalk_pub_ids,crosswalk_app_ids,crosswalk_application_count,crosswalk_identifier_type,crosswalk_evidence,evidence_class,evidence_components,deterministic_evidence_present,identity_evidence_present,contextual_evidence_present,offending_file_name,target_scope,targeted_commit_author_name,targeted_commit_author_login,targeted_commit_committer_name,targeted_commit_committer_login,targeted_commit_url,earliest_commit_evidence_url,github_repo_id,github_created_at,github_updated_at,github_pushed_at,github_archived,github_default_branch,github_fork,github_parent,github_source,repository_description,repository_homepage,repository_topics,repo_owner_login,repo_owner_public_name,repo_owner_public_company,citation_metadata_files,repository_readme_urls,citation_metadata_urls,metadata_publication_links,package_metadata_sources,package_metadata_urls,wayback_first_capture,wayback_capture_count,wayback_readme_first_capture,wayback_readme_capture_count,wayback_readme_urls,wayback_readme_fetched_at_utc,lineage_link_method,lineage_link_evidence,lineage_confidence,evidence_file,public_record_metadata_sources,public_record_metadata_urls
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/ghm17/Epi-PRS,ghm17,Epi-PRS,http_451,lineage_ghm17_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,diabetes/diabetes_test_control_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/ghm17/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/diabetes/diabetes_test_control_id.txt; https://github.com/ghm17/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,diabetes_test_control_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,ghm17/Epi-PRS,medium,evidence/lineages/lineage_ghm17_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/ghm17/Epi-PRS,ghm17,Epi-PRS,http_451,lineage_ghm17_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,diabetes/diabetes_train_case_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/ghm17/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/diabetes/diabetes_train_case_id.txt; https://github.com/ghm17/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,diabetes_train_case_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,ghm17/Epi-PRS,medium,evidence/lineages/lineage_ghm17_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/ghm17/Epi-PRS,ghm17,Epi-PRS,http_451,lineage_ghm17_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,diabetes/diabetes_train_control_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/ghm17/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/diabetes/diabetes_train_control_id.txt; https://github.com/ghm17/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,diabetes_train_control_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,ghm17/Epi-PRS,medium,evidence/lineages/lineage_ghm17_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/tzhang-nmdp/Epi-PRS,tzhang-nmdp,Epi-PRS,not_found_or_removed,lineage_tzhang-nmdp_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,breast/breast_test_case_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/tzhang-nmdp/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/breast/breast_test_case_id.txt; https://github.com/tzhang-nmdp/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,breast_test_case_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,tzhang-nmdp/Epi-PRS,medium,evidence/lineages/lineage_tzhang-nmdp_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/tzhang-nmdp/Epi-PRS,tzhang-nmdp,Epi-PRS,not_found_or_removed,lineage_tzhang-nmdp_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,breast/breast_test_control_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/tzhang-nmdp/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/breast/breast_test_control_id.txt; https://github.com/tzhang-nmdp/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,breast_test_control_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,tzhang-nmdp/Epi-PRS,medium,evidence/lineages/lineage_tzhang-nmdp_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/tzhang-nmdp/Epi-PRS,tzhang-nmdp,Epi-PRS,not_found_or_removed,lineage_tzhang-nmdp_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,breast/breast_train_case_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/tzhang-nmdp/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/breast/breast_train_case_id.txt; https://github.com/tzhang-nmdp/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,breast_train_case_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,tzhang-nmdp/Epi-PRS,medium,evidence/lineages/lineage_tzhang-nmdp_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/tzhang-nmdp/Epi-PRS,tzhang-nmdp,Epi-PRS,not_found_or_removed,lineage_tzhang-nmdp_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,breast/breast_train_control_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/tzhang-nmdp/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/breast/breast_train_control_id.txt; https://github.com/tzhang-nmdp/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,breast_train_control_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,tzhang-nmdp/Epi-PRS,medium,evidence/lineages/lineage_tzhang-nmdp_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/tzhang-nmdp/Epi-PRS,tzhang-nmdp,Epi-PRS,not_found_or_removed,lineage_tzhang-nmdp_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,diabetes/diabetes_test_case_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/tzhang-nmdp/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/diabetes/diabetes_test_case_id.txt; https://github.com/tzhang-nmdp/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,diabetes_test_case_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,tzhang-nmdp/Epi-PRS,medium,evidence/lineages/lineage_tzhang-nmdp_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/tzhang-nmdp/Epi-PRS,tzhang-nmdp,Epi-PRS,not_found_or_removed,lineage_tzhang-nmdp_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,diabetes/diabetes_test_control_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/tzhang-nmdp/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/diabetes/diabetes_test_control_id.txt; https://github.com/tzhang-nmdp/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,diabetes_test_control_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,tzhang-nmdp/Epi-PRS,medium,evidence/lineages/lineage_tzhang-nmdp_epi-prs.md,,
2025-12-08-uk-biobank-4,2025-12-08,2025/12/2025-12-08-uk-biobank-4.md,https://github.com/tzhang-nmdp/Epi-PRS,tzhang-nmdp,Epi-PRS,not_found_or_removed,lineage_tzhang-nmdp_epi-prs,unknown,,e9493d5ac61e4dee3a8189731bc870ba91139426,e9493d5ac61e4dee3a8189731bc870ba91139426,diabetes/diabetes_train_case_id.txt,genotype; hospital_episode_statistics,,,,,,,,2025-12-08,,,,,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",29256,Study of gene-environment interaction and Mendelian randomization of obesity and cardiometabolic risk,Dr Lu Qi,Tulane University,true,confirmed,100.0,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,Unique repository-linked DOI/PMID maps through UKB Schema 19/24 to one application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-08-uk-biobank-4.md; https://github.com/tzhang-nmdp/Epi-PRS/blob/e9493d5ac61e4dee3a8189731bc870ba91139426/diabetes/diabetes_train_case_id.txt; https://github.com/tzhang-nmdp/Epi-PRS,target repository owner/uploader only; not attributed to the UKB application team without independent evidence,false,,,,5930,29256,1,title,"[{""app_id"": ""29256"", ""evidence_class"": ""A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN"", ""identifier"": ""type 2 diabetes and hypertension"", ""identifier_type"": ""title"", ""pub_id"": ""5930""}]",A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN,A4_EXACT_REPO_PUBLICATION_APPLICATION_CHAIN; exact_publication_identifier,true,false,false,diabetes_train_case_id.txt,single_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,self_repository,tzhang-nmdp/Epi-PRS,medium,evidence/lineages/lineage_tzhang-nmdp_epi-prs.md,,
