app_id,schema27_title,schema27_institution,schema27_pi,website_match_status,website_match_count,start_date,start_dates_all,website_url,website_urls_all,website_titles_all,match_methods
107507,test app 14/06/2023,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
107511,TEST,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
112130,Shadow external application linked to phased application 91536,University of Oxford,,unmatched_schema27,0,,,,,,
114756,Shadow external application linked to parallel application 98124,University of Oxford,,unmatched_schema27,0,,,,,,
116237,UK Biobank | Service Account | Cloud Hosted Copy,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
120393,Shadow application for Dana Faber sample project,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
151062,Shadow external application linked to phased application 22102,University of Oxford,,unmatched_schema27,0,,,,,,
161960,Shadow external application linked to Eliptica sample access project 105224,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
162309,Internal project for study of colorectal cancer patients treated at OUH,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
173514,Shadow external application linked to application 16389,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
173533,WGS release testing - T3,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
176752,Shadow external application - linked to Application 116318,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
197934,Test application,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
199711,Shadow external application linked to phased application 117185,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
199769,Shadow application supporting IMU/Dana Faber sample access project - logistics,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
199782,Shadow application supporting IMU/Dana Faber sample access project - Genetics,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
217759,Return of Data from Paul Moss,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
222666,DA testing and general work,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
252367,Shadow application for QC and IDP generation of unlinked repeat images,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
424624,Shadow external application linked to phased application 94579,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
492282,UKB Internal - Imaging operations,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
503821,Internal RAP testing,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
532403,Shadow external application linked to main application 73927,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
533079,DNA Nexus test application,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
609773,Shadow external application linked to main application 160957,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
612728,Shadow external application linked to phased application 109695,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
628897,Shadow external application linked to main application 95180,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
653322,Shadow application for IFD (92022): Samples,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
681132,Shadow external application linked to main application 56431,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
708124,Shadow application for Whole Cohort Olink (381395) Phase 1,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
708755,Shadow application linked to main application 57629,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
785410,Exemptions test app,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
787306,Shadow external application linked to main application 574448,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
799181,Shadow external application linked to main application 13455,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
821649,Shadow application for Illumina/deCODE proteomics (app id 480398),UK Biobank Ltd,,unmatched_schema27,0,,,,,,
886626,Shadow external application linked to main application 76322,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
888625,Shadow external application linked to main application 91320,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
941404,Shadow external application linked to main application 113769,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
946355,Shadow application for ONT long read sequencing (app id 213445),UK Biobank Ltd,,unmatched_schema27,0,,,,,,
965821,Shadow external application for Medisoft QC work,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
981684,DA testing - tier 2,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1076047,Shadow application linked to main application 23668,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1079015,Shadow external application linked to main application 940085,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1085611,Shadow external application linked to main application 80787,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1127924,Sample eid application for application 57307: Urine Metabolites,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1129194,Shadow external application linked to main application 714369,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1138832,Shadow external application linked to main application 1023998,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1158590,Shadow external application linked to main application 885305,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1183999,Shadow external application linked to main application 916666,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1245668,Personality variation in the UK Biobank,University of Minnesota Twin Cities,,unmatched_schema27,0,,,,,,
1262572,Shadow external application linked to main application 716712,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1284966,Shadow external application linked to main application 102158,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1329290,INTERNAL ONLY application for population of CTREs,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1331135,UKB-RAP Exemplar Tier 3 Bulk Dataset,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1331142,UKB-RAP Exemplar Tier 2 Bulk Dataset,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1331157,UKB-RAP Exemplar Tier 1 Bulk Dataset,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
1465784,Prod Pen Test Tier 3,UK Biobank Ltd,,unmatched_schema27,0,,,,,,
